"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 03 04:33:46 GMT 2025","Fri Jan 03 04:34:27 GMT 2025","41033","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateRecurringWeeklyActivity","Verify if a teacher can create recurring weekly activity","Check if a new teacher can create recurring weekly activity with default settings for all classes"
"passed","Fri Jan 03 04:55:06 GMT 2025","Fri Jan 03 04:55:39 GMT 2025","32359","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsPremiumTeacher","Verify if a prem teacher can create classes with additional options","A prem teacher can create classes with all additional settings"
"passed","Fri Jan 03 04:42:04 GMT 2025","Fri Jan 03 04:44:11 GMT 2025","127017","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithRandomAnswers","Verify if a student is able to complete quizzes","Check if a can complete quizzes with random answers"
"passed","Fri Jan 03 04:40:01 GMT 2025","Fri Jan 03 04:42:03 GMT 2025","122373","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithCorrectAnswers","Verify if a student is able to pass quizzes","Check if a student can complete quizzes with correct answers"
"failed","Fri Jan 03 04:57:30 GMT 2025","Fri Jan 03 04:58:42 GMT 2025","72060","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithGoogle","Verify if a teacher can sign up with Google","A teacher can sign up with Google and log out. Teacher can log in to the system with Google"
"failed","Fri Jan 03 04:39:12 GMT 2025","Fri Jan 03 04:39:31 GMT 2025","18726","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewTeacherLogIn","Verify if a teacher is able to sign up and then log in using username and password credentials","Check if a new user can create a teacher's account, log out and then log in (Positive case)"
"unknown","Fri Jan 03 04:20:45 GMT 2025","Fri Jan 03 04:20:45 GMT 2025","2","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewTeacherStudent","Verify if a new student who was created by a teacher can get a pretest and complete it","A student who was created by a teacher can complete a pretest with random answers"
"failed","Fri Jan 03 04:52:22 GMT 2025","Fri Jan 03 04:53:43 GMT 2025","81290","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithMicrosoft","Verify if a student can sign up with Microsoft","A student can sign up with Microsoft, log out and login with Microsoft again"
"failed","Fri Jan 03 04:35:07 GMT 2025","Fri Jan 03 04:35:59 GMT 2025","52312","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"failed","Fri Jan 03 04:51:08 GMT 2025","Fri Jan 03 04:52:22 GMT 2025","73973","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithGoogle","Verify if a student can sign up with Google","A student can sign up with Google, log out and login with Google again"
"passed","Fri Jan 03 04:38:20 GMT 2025","Fri Jan 03 04:38:46 GMT 2025","26213","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewParentLogIn","Verify if a parent is able to sign up and then log in using username and password credentials","Check if a new user can create a parent's account, log out and then log in (Positive case)"
"failed","Fri Jan 03 04:32:52 GMT 2025","Fri Jan 03 04:33:46 GMT 2025","53572","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivityWithCustomSettings","Verify if a teacher can create competition activity with custom settings","Check if an existing teacher can create competition activity with custom settings"
"failed","Fri Jan 03 04:50:00 GMT 2025","Fri Jan 03 04:51:07 GMT 2025","67119","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithClever","Verify if a student can sign up with Clever","A student can sign up with Clever, log out and login with Clever again"
"passed","Fri Jan 03 04:36:24 GMT 2025","Fri Jan 03 04:36:46 GMT 2025","22443","Gradle suite","Gradle test","BOTests","BOTests","makeTeacherPrem","Verify if an admin can make teacher premium","An admin can make teacher premium"
"passed","Fri Jan 03 04:38:46 GMT 2025","Fri Jan 03 04:39:12 GMT 2025","25614","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewStudentLogIn","Verify if a student is able to sign up and then log in using username and password credentials","Check if a new user can create a student's account, log out and then log in (Positive case)"
"failed","Fri Jan 03 04:20:46 GMT 2025","Fri Jan 03 04:32:02 GMT 2025","676278","Gradle suite","Gradle test","ActivityTests","ActivityTests","studentCanCompleteSpecificPassageActivity","Verify if students can complete specific passage activity","Check if teacher can create an activity, activity is started and new student can complete pretest, start activity, complete next quiz and complete activity"
"failed","Fri Jan 03 04:48:28 GMT 2025","Fri Jan 03 04:49:08 GMT 2025","39831","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToGoogle","Verify if a teacher can link account to Google","A teacher can link account to Google through social feature"
