"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 28 05:36:02 GMT 2025","Thu Aug 28 05:36:02 GMT 2025","0","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToMS","Verify if a teacher can link account to Microsoft","A teacher can link account to Microsoft through social feature"
"broken","Thu Aug 28 04:51:01 GMT 2025","Thu Aug 28 04:55:31 GMT 2025","270006","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"skipped","Thu Aug 28 04:46:31 GMT 2025","Thu Aug 28 04:46:31 GMT 2025","1","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithRandomAnswers","Verify if a student is able to complete quizzes","Check if a can complete quizzes with random answers"
"unknown","Thu Aug 28 04:22:59 GMT 2025","Thu Aug 28 04:22:59 GMT 2025","1","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"broken","Thu Aug 28 06:25:32 GMT 2025","Thu Aug 28 06:25:32 GMT 2025","0","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","clearCookies","clearCookies",""
"broken","Thu Aug 28 05:40:32 GMT 2025","Thu Aug 28 05:40:32 GMT 2025","0","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","clearCookies","clearCookies",""
"unknown","Thu Aug 28 04:22:59 GMT 2025","Thu Aug 28 04:22:59 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"skipped","Thu Aug 28 06:43:32 GMT 2025","Thu Aug 28 06:43:32 GMT 2025","0","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchoolInUSA","Verify if a teacher can create a custom school during signing up with the country USA","A teacher can sign up with username and password. Create a custom school on a third step. Country of the custom school is the USA. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"skipped","Thu Aug 28 06:39:02 GMT 2025","Thu Aug 28 06:39:02 GMT 2025","0","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchool","Verify if a teacher can create a custom school during signing up","A teacher can sign up with username and password. Create a custom school on a third step. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"failed","Thu Aug 28 04:25:02 GMT 2025","Thu Aug 28 04:25:14 GMT 2025","12283","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentJoinToTeacherViaClassCode","Verify if a student can join to teacher class with class code","A student can join to class using class code"
