"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Fri Aug 02 04:20:05 GMT 2024","Fri Aug 02 04:20:05 GMT 2024","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"passed","Fri Aug 02 04:46:01 GMT 2024","Fri Aug 02 04:47:23 GMT 2024","81898","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"failed","Fri Aug 02 05:00:01 GMT 2024","Fri Aug 02 05:01:12 GMT 2024","71476","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithGoogle","Verify if a teacher can sign up with Google","A teacher can sign up with Google and log out. Teacher can log in to the system with Google"
"failed","Fri Aug 02 04:52:40 GMT 2024","Fri Aug 02 04:53:47 GMT 2024","67003","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithClever","Verify if a student can sign up with Clever","A student can sign up with Clever, log out and login with Clever again"
"unknown","Fri Aug 02 04:20:05 GMT 2024","Fri Aug 02 04:20:05 GMT 2024","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromThirdClass","studentsFromThirdClass","Actions with the third class"
"failed","Fri Aug 02 04:49:19 GMT 2024","Fri Aug 02 04:49:57 GMT 2024","38407","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToGoogle","Verify if a student can link account to Google","A student can link account to Google through social feature"
"passed","Fri Aug 02 04:36:53 GMT 2024","Fri Aug 02 04:37:56 GMT 2024","62986","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"passed","Fri Aug 02 04:47:23 GMT 2024","Fri Aug 02 04:48:44 GMT 2024","80749","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"passed","Fri Aug 02 04:44:09 GMT 2024","Fri Aug 02 04:46:01 GMT 2024","111846","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithRandomAnswers","Verify if a student is able to complete quizzes","Check if a can complete quizzes with random answers"
"passed","Fri Aug 02 04:33:18 GMT 2024","Fri Aug 02 04:34:18 GMT 2024","59712","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivity","Verify if a teacher can create competition activity","Check if an existing teacher can create competition activity with default settings"
"passed","Fri Aug 02 04:38:23 GMT 2024","Fri Aug 02 04:38:45 GMT 2024","22067","Gradle suite","Gradle test","BOTests","BOTests","makeTeacherPrem","Verify if an admin can make teacher premium","An admin can make teacher premium"
"passed","Fri Aug 02 04:41:48 GMT 2024","Fri Aug 02 04:41:59 GMT 2024","11055","Gradle suite","Gradle test","LoginTests","LoginTests","checkTeacherLogIn","Verify if an existing teacher is able to log in using username and password credentials","Check if an existing teacher can log in (Positive case)"
"passed","Fri Aug 02 05:03:14 GMT 2024","Fri Aug 02 05:03:23 GMT 2024","8916","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidUsername","Verify if a user ISN'T able to log in using invalid username","Check if a user can't log in using not correct username (Negative case)"
"failed","Fri Aug 02 04:20:05 GMT 2024","Fri Aug 02 04:33:18 GMT 2024","792850","Gradle suite","Gradle test","ActivityTests","ActivityTests","studentCanCompleteSpecificPassageActivity","Verify if students can complete specific passage activity","Check if teacher can create an activity, activity is started and new student can complete pretest, start activity, complete next quiz and complete activity"
"failed","Fri Aug 02 04:59:21 GMT 2024","Fri Aug 02 04:59:40 GMT 2024","18531","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchool","Verify if a teacher can create a custom school during signing up","A teacher can sign up with username and password. Create a custom school on a third step. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"failed","Fri Aug 02 04:51:17 GMT 2024","Fri Aug 02 04:51:58 GMT 2024","40572","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToGoogle","Verify if a teacher can link account to Google","A teacher can link account to Google through social feature"
"passed","Fri Aug 02 04:40:45 GMT 2024","Fri Aug 02 04:41:10 GMT 2024","25379","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewStudentLogIn","Verify if a student is able to sign up and then log in using username and password credentials","Check if a new user can create a student's account, log out and then log in (Positive case)"
