"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 30 04:32:07 GMT 2025","Fri May 30 04:32:43 GMT 2025","36011","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToMS","Verify if a student can link account to Microsoft","A student can link account to Microsoft through social feature"
"unknown","Fri May 30 04:25:07 GMT 2025","Fri May 30 04:25:07 GMT 2025","1","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"failed","Fri May 30 04:25:35 GMT 2025","Fri May 30 04:25:47 GMT 2025","12504","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivity","Verify if a teacher can create competition activity","Check if an existing teacher can create competition activity with default settings"
"failed","Fri May 30 04:29:35 GMT 2025","Fri May 30 04:29:53 GMT 2025","17753","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithCorrectAnswers","Verify if a student is able to pass quizzes","Check if a student can complete quizzes with correct answers"
"failed","Fri May 30 04:40:04 GMT 2025","Fri May 30 04:40:21 GMT 2025","17651","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidPassword","Verify if a user ISN'T able to log in using incorrect password","Check if a user can't log in using not correct password (Negative case)"
"failed","Fri May 30 04:31:31 GMT 2025","Fri May 30 04:32:07 GMT 2025","36112","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToGoogle","Verify if a student can link account to Google","A student can link account to Google through social feature"
"failed","Fri May 30 04:38:13 GMT 2025","Fri May 30 04:38:52 GMT 2025","39772","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithGoogle","Verify if a teacher can sign up with Google","A teacher can sign up with Google and log out. Teacher can log in to the system with Google"
"failed","Fri May 30 04:27:28 GMT 2025","Fri May 30 04:27:41 GMT 2025","12459","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentLinkClassOnSigningUp","Verify if a student can join a class during signing up","A student can join to class during signing up"
"failed","Fri May 30 04:29:16 GMT 2025","Fri May 30 04:29:34 GMT 2025","18663","Gradle suite","Gradle test","LoginTests","LoginTests","checkTeacherLogIn","Verify if an existing teacher is able to log in using username and password credentials","Check if an existing teacher can log in (Positive case)"
"failed","Fri May 30 04:27:41 GMT 2025","Fri May 30 04:27:54 GMT 2025","12349","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkTeacherRejectStudentRequest","Verify if a student send request to join to teacher and teacher can reject it","A student can send request to join to a teacher using teacher email. Teacher can reject this request"
"failed","Fri May 30 04:36:20 GMT 2025","Fri May 30 04:36:38 GMT 2025","17860","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithUsername","Verify if a student can sign up with username and password","A student can sign up with username and password, log out and login again"
"failed","Fri May 30 04:27:54 GMT 2025","Fri May 30 04:28:11 GMT 2025","17193","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewParentLogIn","Verify if a parent is able to sign up and then log in using username and password credentials","Check if a new user can create a parent's account, log out and then log in (Positive case)"
"passed","Fri May 30 04:28:42 GMT 2025","Fri May 30 04:28:51 GMT 2025","9358","Gradle suite","Gradle test","LoginTests","LoginTests","checkParentLogIn","Verify if an existing parent is able to log in using username and password credentials","Check if an existing parent can log in (Positive case)"
"failed","Fri May 30 04:37:16 GMT 2025","Fri May 30 04:37:47 GMT 2025","30981","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithClever","Verify if a teacher can sign up with Clever","A teacher can sign up with Clever and log out. Teacher can log in to the system with Clever"
"failed","Fri May 30 04:26:38 GMT 2025","Fri May 30 04:26:50 GMT 2025","12330","Gradle suite","Gradle test","AddStudentsTests","AddStudentsTests","checkClassAndStudentCreation","Verify if a teacher can create classes and add students to these classes","A teacher can create classes, then add students to these classes. These students can log in to the system "
"failed","Fri May 30 04:27:16 GMT 2025","Fri May 30 04:27:28 GMT 2025","12320","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentJoinToTeacherViaTeacherEmail","Verify if a student send request to join to teacher and teacher can accept it","A student can send request to join to a teacher using teacher email. Teacher can accept this request"
"failed","Fri May 30 04:26:12 GMT 2025","Fri May 30 04:26:25 GMT 2025","12173","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateRecurringWeeklyActivityWithCustomSettings","Verify if a premium teacher can create recurring weekly activity with custom settings","Check if an existing teacher can create recurring weekly activity with custom settings for all classes"
"failed","Fri May 30 04:40:22 GMT 2025","Fri May 30 04:40:39 GMT 2025","17602","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidUsername","Verify if a user ISN'T able to log in using invalid username","Check if a user can't log in using not correct username (Negative case)"
"unknown","Fri May 30 04:25:07 GMT 2025","Fri May 30 04:25:07 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewTeacherStudent","Verify if a new student who was created by a teacher can get a pretest and complete it","A student who was created by a teacher can complete a pretest with random answers"
"unknown","Fri May 30 04:25:07 GMT 2025","Fri May 30 04:25:07 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromSecondClass","studentsFromSecondClass","Actions with the second class"
"failed","Fri May 30 04:26:25 GMT 2025","Fri May 30 04:26:38 GMT 2025","12771","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"failed","Fri May 30 04:30:29 GMT 2025","Fri May 30 04:30:47 GMT 2025","17707","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"failed","Fri May 30 04:30:11 GMT 2025","Fri May 30 04:30:29 GMT 2025","17631","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
