"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Mon Oct 07 04:21:33 GMT 2024","Mon Oct 07 04:21:33 GMT 2024","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromThirdClass","studentsFromThirdClass","Actions with the third class"
"failed","Mon Oct 07 04:31:37 GMT 2024","Mon Oct 07 04:32:24 GMT 2024","46532","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivity","Verify if a teacher can create competition activity","Check if an existing teacher can create competition activity with default settings"
"passed","Mon Oct 07 04:38:48 GMT 2024","Mon Oct 07 04:38:59 GMT 2024","11059","Gradle suite","Gradle test","LoginTests","LoginTests","checkTeacherLogIn","Verify if an existing teacher is able to log in using username and password credentials","Check if an existing teacher can log in (Positive case)"
"passed","Mon Oct 07 04:39:00 GMT 2024","Mon Oct 07 04:41:08 GMT 2024","128018","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithCorrectAnswers","Verify if a student is able to pass quizzes","Check if a student can complete quizzes with correct answers"
"passed","Mon Oct 07 04:35:40 GMT 2024","Mon Oct 07 04:36:02 GMT 2024","21588","Gradle suite","Gradle test","BOTests","BOTests","makeTeacherPrem","Verify if an admin can make teacher premium","An admin can make teacher premium"
"failed","Mon Oct 07 04:37:54 GMT 2024","Mon Oct 07 04:38:12 GMT 2024","17629","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewStudentLogIn","Verify if a student is able to sign up and then log in using username and password credentials","Check if a new user can create a student's account, log out and then log in (Positive case)"
"passed","Mon Oct 07 04:43:22 GMT 2024","Mon Oct 07 04:44:43 GMT 2024","81671","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"failed","Mon Oct 07 04:21:33 GMT 2024","Mon Oct 07 04:31:37 GMT 2024","603570","Gradle suite","Gradle test","ActivityTests","ActivityTests","studentCanCompleteSpecificPassageActivity","Verify if students can complete specific passage activity","Check if teacher can create an activity, activity is started and new student can complete pretest, start activity, complete next quiz and complete activity"
"passed","Mon Oct 07 04:37:28 GMT 2024","Mon Oct 07 04:37:53 GMT 2024","25529","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewParentLogIn","Verify if a parent is able to sign up and then log in using username and password credentials","Check if a new user can create a parent's account, log out and then log in (Positive case)"
"failed","Mon Oct 07 04:36:02 GMT 2024","Mon Oct 07 04:36:24 GMT 2024","22329","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentJoinToTeacherViaClassCode","Verify if a student can join to teacher class with class code","A student can join to class using class code"
"passed","Mon Oct 07 04:44:44 GMT 2024","Mon Oct 07 04:46:04 GMT 2024","80005","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"failed","Mon Oct 07 04:32:24 GMT 2024","Mon Oct 07 04:33:14 GMT 2024","49980","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivityWithCustomSettings","Verify if a teacher can create competition activity with custom settings","Check if an existing teacher can create competition activity with custom settings"
"failed","Mon Oct 07 04:56:37 GMT 2024","Mon Oct 07 04:56:55 GMT 2024","17751","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchool","Verify if a teacher can create a custom school during signing up","A teacher can sign up with username and password. Create a custom school on a third step. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"passed","Mon Oct 07 04:54:37 GMT 2024","Mon Oct 07 04:54:56 GMT 2024","19657","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsNonPremiumTeacher","Verify if a non prem teacher can create classes with additional options","A non prem teacher can create classes with available additional settings"
"failed","Mon Oct 07 04:52:25 GMT 2024","Mon Oct 07 04:53:40 GMT 2024","75321","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithMicrosoft","Verify if a student can sign up with Microsoft","A student can sign up with Microsoft, log out and login with Microsoft again"
"failed","Mon Oct 07 04:59:44 GMT 2024","Mon Oct 07 05:00:00 GMT 2024","16408","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithUsername","Verify if a teacher can sign up with username and password","A teacher can sign up with username. Select school page and pricing page are skipped. No linked school for this teacher in BO. Teacher can log in to the system"
"failed","Mon Oct 07 04:48:40 GMT 2024","Mon Oct 07 04:49:18 GMT 2024","38312","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToGoogle","Verify if a teacher can link account to Google","A teacher can link account to Google through social feature"
"failed","Mon Oct 07 04:46:04 GMT 2024","Mon Oct 07 04:46:40 GMT 2024","35584","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToClever","Verify if a student can link account to Clever","A student can link account to Clever through social feature"
