"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 09 04:29:12 GMT 2025","Wed Apr 09 04:29:43 GMT 2025","30857","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToClever","Verify if a student can link account to Clever","A student can link account to Clever through social feature"
"failed","Wed Apr 09 04:24:02 GMT 2025","Wed Apr 09 04:24:15 GMT 2025","12272","Gradle suite","Gradle test","BOTests","BOTests","makeTeacherPrem","Verify if an admin can make teacher premium","An admin can make teacher premium"
"unknown","Wed Apr 09 04:22:27 GMT 2025","Wed Apr 09 04:22:27 GMT 2025","1","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"failed","Wed Apr 09 04:27:03 GMT 2025","Wed Apr 09 04:27:21 GMT 2025","17880","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithRandomAnswers","Verify if a student is able to complete quizzes","Check if a can complete quizzes with random answers"
"failed","Wed Apr 09 04:38:32 GMT 2025","Wed Apr 09 04:38:45 GMT 2025","12368","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchoolInUSA","Verify if a teacher can create a custom school during signing up with the country USA","A teacher can sign up with username and password. Create a custom school on a third step. Country of the custom school is the USA. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"failed","Wed Apr 09 04:23:36 GMT 2025","Wed Apr 09 04:23:49 GMT 2025","12432","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"passed","Wed Apr 09 04:25:56 GMT 2025","Wed Apr 09 04:26:06 GMT 2025","9597","Gradle suite","Gradle test","LoginTests","LoginTests","checkParentLogIn","Verify if an existing parent is able to log in using username and password credentials","Check if an existing parent can log in (Positive case)"
"failed","Wed Apr 09 04:29:44 GMT 2025","Wed Apr 09 04:30:20 GMT 2025","36174","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToGoogle","Verify if a student can link account to Google","A student can link account to Google through social feature"
"failed","Wed Apr 09 04:23:49 GMT 2025","Wed Apr 09 04:24:02 GMT 2025","12427","Gradle suite","Gradle test","AddStudentsTests","AddStudentsTests","checkClassAndStudentCreation","Verify if a teacher can create classes and add students to these classes","A teacher can create classes, then add students to these classes. These students can log in to the system "
"failed","Wed Apr 09 04:36:36 GMT 2025","Wed Apr 09 04:37:10 GMT 2025","33150","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithUsername","Verify if a student can sign up with username and password","A student can sign up with username and password, log out and login again"
