"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 26 04:37:50 GMT 2025","Wed Mar 26 04:38:08 GMT 2025","18218","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithUsername","Verify if a student can sign up with username and password","A student can sign up with username and password, log out and login again"
"failed","Wed Mar 26 04:38:24 GMT 2025","Wed Mar 26 04:38:39 GMT 2025","14937","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsNonPremiumTeacher","Verify if a non prem teacher can create classes with additional options","A non prem teacher can create classes with available additional settings"
"unknown","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:13 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"failed","Wed Mar 26 04:27:53 GMT 2025","Wed Mar 26 04:28:12 GMT 2025","18202","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"passed","Wed Mar 26 04:26:37 GMT 2025","Wed Mar 26 04:26:46 GMT 2025","8688","Gradle suite","Gradle test","LoginTests","LoginTests","checkParentLogIn","Verify if an existing parent is able to log in using username and password credentials","Check if an existing parent can log in (Positive case)"
"failed","Wed Mar 26 04:42:37 GMT 2025","Wed Mar 26 04:43:23 GMT 2025","46844","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithMS","Verify if a teacher can sign up with MS","A teacher can sign up with Microsoft and log out. Teacher can log in to the system with Microsoft"
"failed","Wed Mar 26 04:41:40 GMT 2025","Wed Mar 26 04:41:55 GMT 2025","15073","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchoolInUSA","Verify if a teacher can create a custom school during signing up with the country USA","A teacher can sign up with username and password. Create a custom school on a third step. Country of the custom school is the USA. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"failed","Wed Mar 26 04:24:00 GMT 2025","Wed Mar 26 04:24:13 GMT 2025","12626","Gradle suite","Gradle test","AddStudentsTests","AddStudentsTests","checkClassAndStudentCreation","Verify if a teacher can create classes and add students to these classes","A teacher can create classes, then add students to these classes. These students can log in to the system "
"failed","Wed Mar 26 04:32:46 GMT 2025","Wed Mar 26 04:33:17 GMT 2025","30899","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToGoogle","Verify if a teacher can link account to Google","A teacher can link account to Google through social feature"
"failed","Wed Mar 26 04:25:13 GMT 2025","Wed Mar 26 04:25:28 GMT 2025","15158","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkTeacherRejectStudentRequest","Verify if a student send request to join to teacher and teacher can reject it","A student can send request to join to a teacher using teacher email. Teacher can reject this request"
"failed","Wed Mar 26 04:41:25 GMT 2025","Wed Mar 26 04:41:40 GMT 2025","14863","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchool","Verify if a teacher can create a custom school during signing up","A teacher can sign up with username and password. Create a custom school on a third step. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"failed","Wed Mar 26 04:41:56 GMT 2025","Wed Mar 26 04:42:36 GMT 2025","40262","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithGoogle","Verify if a teacher can sign up with Google","A teacher can sign up with Google and log out. Teacher can log in to the system with Google"
"failed","Wed Mar 26 04:44:11 GMT 2025","Wed Mar 26 04:44:30 GMT 2025","19031","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidUsername","Verify if a user ISN'T able to log in using invalid username","Check if a user can't log in using not correct username (Negative case)"
"failed","Wed Mar 26 04:28:31 GMT 2025","Wed Mar 26 04:29:02 GMT 2025","31149","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToClever","Verify if a student can link account to Clever","A student can link account to Clever through social feature"
"failed","Wed Mar 26 04:24:58 GMT 2025","Wed Mar 26 04:25:13 GMT 2025","15070","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentLinkClassOnSigningUp","Verify if a student can join a class during signing up","A student can join to class during signing up"
"failed","Wed Mar 26 04:23:00 GMT 2025","Wed Mar 26 04:23:15 GMT 2025","15034","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivityWithCustomSettings","Verify if a teacher can create competition activity with custom settings","Check if an existing teacher can create competition activity with custom settings"
"failed","Wed Mar 26 04:29:39 GMT 2025","Wed Mar 26 04:30:15 GMT 2025","36476","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToMS","Verify if a student can link account to Microsoft","A student can link account to Microsoft through social feature"
"failed","Wed Mar 26 04:38:55 GMT 2025","Wed Mar 26 04:41:25 GMT 2025","150349","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithClever","Verify if a teacher can sign up with Clever","A teacher can sign up with Clever and log out. Teacher can log in to the system with Clever"
"failed","Wed Mar 26 04:43:39 GMT 2025","Wed Mar 26 04:43:52 GMT 2025","12395","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithUsernameAndSchool","Verify if a teacher can select a school from the list during signing up","A teacher can sign up with username and password. Select school in the schools list on a third step. Pricing page is skipped. Selected school is linked to the teacher. The teacher can login."
"failed","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:47 GMT 2025","33755","Gradle suite","Gradle test","ActivityTests","ActivityTests","studentCanCompleteSpecificPassageActivity","Verify if students can complete specific passage activity","Check if teacher can create an activity, activity is started and new student can complete pretest, start activity, complete next quiz and complete activity"
"failed","Wed Mar 26 04:29:02 GMT 2025","Wed Mar 26 04:29:38 GMT 2025","36401","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToGoogle","Verify if a student can link account to Google","A student can link account to Google through social feature"
"failed","Wed Mar 26 04:38:39 GMT 2025","Wed Mar 26 04:38:54 GMT 2025","15085","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsPremiumTeacher","Verify if a prem teacher can create classes with additional options","A prem teacher can create classes with all additional settings"
"failed","Wed Mar 26 04:27:26 GMT 2025","Wed Mar 26 04:27:53 GMT 2025","26530","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithRandomAnswers","Verify if a student is able to complete quizzes","Check if a can complete quizzes with random answers"
"failed","Wed Mar 26 04:33:17 GMT 2025","Wed Mar 26 04:33:48 GMT 2025","30766","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToMS","Verify if a teacher can link account to Microsoft","A teacher can link account to Microsoft through social feature"
"unknown","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:13 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"failed","Wed Mar 26 04:23:45 GMT 2025","Wed Mar 26 04:24:00 GMT 2025","15028","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"failed","Wed Mar 26 04:27:08 GMT 2025","Wed Mar 26 04:27:26 GMT 2025","18174","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithCorrectAnswers","Verify if a student is able to pass quizzes","Check if a student can complete quizzes with correct answers"
"failed","Wed Mar 26 04:37:00 GMT 2025","Wed Mar 26 04:37:49 GMT 2025","49214","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithMicrosoft","Verify if a student can sign up with Microsoft","A student can sign up with Microsoft, log out and login with Microsoft again"
"failed","Wed Mar 26 04:43:52 GMT 2025","Wed Mar 26 04:44:11 GMT 2025","18741","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidPassword","Verify if a user ISN'T able to log in using incorrect password","Check if a user can't log in using not correct password (Negative case)"
"passed","Wed Mar 26 04:26:56 GMT 2025","Wed Mar 26 04:27:07 GMT 2025","11721","Gradle suite","Gradle test","LoginTests","LoginTests","checkTeacherLogIn","Verify if an existing teacher is able to log in using username and password credentials","Check if an existing teacher can log in (Positive case)"
"passed","Wed Mar 26 04:26:46 GMT 2025","Wed Mar 26 04:26:55 GMT 2025","9011","Gradle suite","Gradle test","LoginTests","LoginTests","checkStudentLogIn","Verify if an existing student is able to log in using username and password credentials","Check if an existing student can log in (Positive case)"
"failed","Wed Mar 26 04:28:12 GMT 2025","Wed Mar 26 04:28:30 GMT 2025","18071","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"unknown","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:13 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromSecondClass","studentsFromSecondClass","Actions with the second class"
"failed","Wed Mar 26 04:25:29 GMT 2025","Wed Mar 26 04:26:03 GMT 2025","34174","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewParentLogIn","Verify if a parent is able to sign up and then log in using username and password credentials","Check if a new user can create a parent's account, log out and then log in (Positive case)"
"failed","Wed Mar 26 04:26:03 GMT 2025","Wed Mar 26 04:26:21 GMT 2025","18025","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewStudentLogIn","Verify if a student is able to sign up and then log in using username and password credentials","Check if a new user can create a student's account, log out and then log in (Positive case)"
"failed","Wed Mar 26 04:38:08 GMT 2025","Wed Mar 26 04:38:24 GMT 2025","15100","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreation","Verify if a teacher can create classes","A teacher can create a few classes only with the class name"
"unknown","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:13 GMT 2025","1","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewTeacherStudent","Verify if a new student who was created by a teacher can get a pretest and complete it","A student who was created by a teacher can complete a pretest with random answers"
"unknown","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:13 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromThirdClass","studentsFromThirdClass","Actions with the third class"
"unknown","Wed Mar 26 04:22:13 GMT 2025","Wed Mar 26 04:22:13 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"failed","Wed Mar 26 04:36:18 GMT 2025","Wed Mar 26 04:37:00 GMT 2025","41889","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithGoogle","Verify if a student can sign up with Google","A student can sign up with Google, log out and login with Google again"
"failed","Wed Mar 26 04:24:44 GMT 2025","Wed Mar 26 04:24:57 GMT 2025","12772","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentJoinToTeacherViaTeacherEmail","Verify if a student send request to join to teacher and teacher can accept it","A student can send request to join to a teacher using teacher email. Teacher can accept this request"
"failed","Wed Mar 26 04:23:29 GMT 2025","Wed Mar 26 04:23:44 GMT 2025","15298","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateRecurringWeeklyActivityWithCustomSettings","Verify if a premium teacher can create recurring weekly activity with custom settings","Check if an existing teacher can create recurring weekly activity with custom settings for all classes"
"failed","Wed Mar 26 04:26:22 GMT 2025","Wed Mar 26 04:26:37 GMT 2025","15117","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewTeacherLogIn","Verify if a teacher is able to sign up and then log in using username and password credentials","Check if a new user can create a teacher's account, log out and then log in (Positive case)"
"failed","Wed Mar 26 04:22:47 GMT 2025","Wed Mar 26 04:23:00 GMT 2025","12797","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivity","Verify if a teacher can create competition activity","Check if an existing teacher can create competition activity with default settings"
