"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 24 04:36:23 GMT 2025","Fri Jan 24 04:36:35 GMT 2025","12127","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithUsernameAndSchool","Verify if a teacher can select a school from the list during signing up","A teacher can sign up with username and password. Select school in the schools list on a third step. Pricing page is skipped. Selected school is linked to the teacher. The teacher can login."
"unknown","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:27 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"failed","Fri Jan 24 04:22:59 GMT 2025","Fri Jan 24 04:23:11 GMT 2025","12251","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkTeacherRejectStudentRequest","Verify if a student send request to join to teacher and teacher can reject it","A student can send request to join to a teacher using teacher email. Teacher can reject this request"
"failed","Fri Jan 24 04:25:57 GMT 2025","Fri Jan 24 04:26:23 GMT 2025","25669","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToGoogle","Verify if a student can link account to Google","A student can link account to Google through social feature"
"failed","Fri Jan 24 04:32:07 GMT 2025","Fri Jan 24 04:32:19 GMT 2025","12206","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreation","Verify if a teacher can create classes","A teacher can create a few classes only with the class name"
"skipped","Fri Jan 24 04:24:09 GMT 2025","Fri Jan 24 04:24:09 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","checkStudentLogIn","Verify if an existing student is able to log in using username and password credentials","Check if an existing student can log in (Positive case)"
"unknown","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:27 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"unknown","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:27 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"unknown","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:27 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromThirdClass","studentsFromThirdClass","Actions with the third class"
"failed","Fri Jan 24 04:28:02 GMT 2025","Fri Jan 24 04:29:12 GMT 2025","70670","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithClever","Verify if a student can sign up with Clever","A student can sign up with Clever, log out and login with Clever again"
"broken","Fri Jan 24 04:24:09 GMT 2025","Fri Jan 24 04:24:09 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","clearCookies","clearCookies",""
"failed","Fri Jan 24 04:26:23 GMT 2025","Fri Jan 24 04:26:49 GMT 2025","25731","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToMS","Verify if a student can link account to Microsoft","A student can link account to Microsoft through social feature"
"failed","Fri Jan 24 04:31:48 GMT 2025","Fri Jan 24 04:32:06 GMT 2025","17708","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithUsername","Verify if a student can sign up with username and password","A student can sign up with username and password, log out and login again"
"unknown","Fri Jan 24 04:20:26 GMT 2025","Fri Jan 24 04:20:26 GMT 2025","1","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewTeacherStudent","Verify if a new student who was created by a teacher can get a pretest and complete it","A student who was created by a teacher can complete a pretest with random answers"
"failed","Fri Jan 24 04:22:08 GMT 2025","Fri Jan 24 04:22:21 GMT 2025","12460","Gradle suite","Gradle test","BOTests","BOTests","makeTeacherPrem","Verify if an admin can make teacher premium","An admin can make teacher premium"
"failed","Fri Jan 24 04:25:04 GMT 2025","Fri Jan 24 04:25:22 GMT 2025","17735","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"failed","Fri Jan 24 04:20:52 GMT 2025","Fri Jan 24 04:21:04 GMT 2025","12383","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivity","Verify if a teacher can create competition activity","Check if an existing teacher can create competition activity with default settings"
"failed","Fri Jan 24 04:21:04 GMT 2025","Fri Jan 24 04:21:17 GMT 2025","12318","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivityWithCustomSettings","Verify if a teacher can create competition activity with custom settings","Check if an existing teacher can create competition activity with custom settings"
"failed","Fri Jan 24 04:23:29 GMT 2025","Fri Jan 24 04:23:47 GMT 2025","17526","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewStudentLogIn","Verify if a student is able to sign up and then log in using username and password credentials","Check if a new user can create a student's account, log out and then log in (Positive case)"
"failed","Fri Jan 24 04:32:19 GMT 2025","Fri Jan 24 04:32:31 GMT 2025","12176","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsNonPremiumTeacher","Verify if a non prem teacher can create classes with additional options","A non prem teacher can create classes with available additional settings"
"failed","Fri Jan 24 04:21:56 GMT 2025","Fri Jan 24 04:22:08 GMT 2025","12239","Gradle suite","Gradle test","AddStudentsTests","AddStudentsTests","checkClassAndStudentCreation","Verify if a teacher can create classes and add students to these classes","A teacher can create classes, then add students to these classes. These students can log in to the system "
"failed","Fri Jan 24 04:30:27 GMT 2025","Fri Jan 24 04:31:48 GMT 2025","80881","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithMicrosoft","Verify if a student can sign up with Microsoft","A student can sign up with Microsoft, log out and login with Microsoft again"
"failed","Fri Jan 24 04:32:32 GMT 2025","Fri Jan 24 04:32:44 GMT 2025","12276","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsPremiumTeacher","Verify if a prem teacher can create classes with additional options","A prem teacher can create classes with all additional settings"
"failed","Fri Jan 24 04:34:09 GMT 2025","Fri Jan 24 04:34:21 GMT 2025","12093","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchoolInUSA","Verify if a teacher can create a custom school during signing up with the country USA","A teacher can sign up with username and password. Create a custom school on a third step. Country of the custom school is the USA. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"failed","Fri Jan 24 04:26:49 GMT 2025","Fri Jan 24 04:27:19 GMT 2025","29964","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToClever","Verify if a teacher can link account to Clever","A teacher can link account to Clever through social feature"
"unknown","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:27 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromFirstClass","studentsFromFirstClass","Actions with the first class"
"failed","Fri Jan 24 04:27:41 GMT 2025","Fri Jan 24 04:28:01 GMT 2025","20463","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToMS","Verify if a teacher can link account to Microsoft","A teacher can link account to Microsoft through social feature"
"failed","Fri Jan 24 04:27:20 GMT 2025","Fri Jan 24 04:27:40 GMT 2025","20435","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToGoogle","Verify if a teacher can link account to Google","A teacher can link account to Google through social feature"
"failed","Fri Jan 24 04:22:21 GMT 2025","Fri Jan 24 04:22:33 GMT 2025","12242","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentJoinToTeacherViaClassCode","Verify if a student can join to teacher class with class code","A student can join to class using class code"
"failed","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:50 GMT 2025","23559","Gradle suite","Gradle test","ActivityTests","ActivityTests","studentCanCompleteSpecificPassageActivity","Verify if students can complete specific passage activity","Check if teacher can create an activity, activity is started and new student can complete pretest, start activity, complete next quiz and complete activity"
"failed","Fri Jan 24 04:21:43 GMT 2025","Fri Jan 24 04:21:55 GMT 2025","12246","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"passed","Fri Jan 24 04:24:00 GMT 2025","Fri Jan 24 04:24:08 GMT 2025","8221","Gradle suite","Gradle test","LoginTests","LoginTests","checkParentLogIn","Verify if an existing parent is able to log in using username and password credentials","Check if an existing parent can log in (Positive case)"
"failed","Fri Jan 24 04:24:28 GMT 2025","Fri Jan 24 04:24:46 GMT 2025","17629","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithRandomAnswers","Verify if a student is able to complete quizzes","Check if a can complete quizzes with random answers"
"failed","Fri Jan 24 04:25:23 GMT 2025","Fri Jan 24 04:25:57 GMT 2025","34144","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToClever","Verify if a student can link account to Clever","A student can link account to Clever through social feature"
"unknown","Fri Jan 24 04:20:27 GMT 2025","Fri Jan 24 04:20:27 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromSecondClass","studentsFromSecondClass","Actions with the second class"
"failed","Fri Jan 24 04:23:12 GMT 2025","Fri Jan 24 04:23:29 GMT 2025","17203","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewParentLogIn","Verify if a parent is able to sign up and then log in using username and password credentials","Check if a new user can create a parent's account, log out and then log in (Positive case)"
"skipped","Fri Jan 24 04:36:35 GMT 2025","Fri Jan 24 04:36:35 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidPassword","Verify if a user ISN'T able to log in using incorrect password","Check if a user can't log in using not correct password (Negative case)"
"failed","Fri Jan 24 04:21:30 GMT 2025","Fri Jan 24 04:21:42 GMT 2025","12199","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateRecurringWeeklyActivityWithCustomSettings","Verify if a premium teacher can create recurring weekly activity with custom settings","Check if an existing teacher can create recurring weekly activity with custom settings for all classes"
"failed","Fri Jan 24 04:35:34 GMT 2025","Fri Jan 24 04:36:10 GMT 2025","36140","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithMS","Verify if a teacher can sign up with MS","A teacher can sign up with Microsoft and log out. Teacher can log in to the system with Microsoft"
"failed","Fri Jan 24 04:34:21 GMT 2025","Fri Jan 24 04:35:33 GMT 2025","72010","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithGoogle","Verify if a teacher can sign up with Google","A teacher can sign up with Google and log out. Teacher can log in to the system with Google"
"failed","Fri Jan 24 04:32:45 GMT 2025","Fri Jan 24 04:33:56 GMT 2025","71043","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithClever","Verify if a teacher can sign up with Clever","A teacher can sign up with Clever and log out. Teacher can log in to the system with Clever"
"failed","Fri Jan 24 04:24:46 GMT 2025","Fri Jan 24 04:25:04 GMT 2025","17636","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"skipped","Fri Jan 24 04:24:09 GMT 2025","Fri Jan 24 04:24:09 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","checkTeacherLogIn","Verify if an existing teacher is able to log in using username and password credentials","Check if an existing teacher can log in (Positive case)"
"failed","Fri Jan 24 04:29:13 GMT 2025","Fri Jan 24 04:30:27 GMT 2025","73789","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithGoogle","Verify if a student can sign up with Google","A student can sign up with Google, log out and login with Google again"
"failed","Fri Jan 24 04:23:47 GMT 2025","Fri Jan 24 04:23:59 GMT 2025","12090","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewTeacherLogIn","Verify if a teacher is able to sign up and then log in using username and password credentials","Check if a new user can create a teacher's account, log out and then log in (Positive case)"
"failed","Fri Jan 24 04:33:56 GMT 2025","Fri Jan 24 04:34:08 GMT 2025","12222","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchool","Verify if a teacher can create a custom school during signing up","A teacher can sign up with username and password. Create a custom school on a third step. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
