"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Aug 17 04:34:26 GMT 2025","Sun Aug 17 04:34:38 GMT 2025","11993","Gradle suite","Gradle test","AddStudentsTests","AddStudentsTests","checkClassAndStudentCreation","Verify if a teacher can create classes and add students to these classes","A teacher can create classes, then add students to these classes. These students can log in to the system "
"unknown","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:32:57 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromFirstClass","studentsFromFirstClass","Actions with the first class"
"failed","Sun Aug 17 04:35:57 GMT 2025","Sun Aug 17 04:36:15 GMT 2025","17702","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewStudentLogIn","Verify if a student is able to sign up and then log in using username and password credentials","Check if a new user can create a student's account, log out and then log in (Positive case)"
"skipped","Sun Aug 17 06:57:46 GMT 2025","Sun Aug 17 06:57:46 GMT 2025","1","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithGoogle","Verify if a teacher can sign up with Google","A teacher can sign up with Google and log out. Teacher can log in to the system with Google"
"failed","Sun Aug 17 04:33:37 GMT 2025","Sun Aug 17 04:33:49 GMT 2025","11938","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivityWithCustomSettings","Verify if a teacher can create competition activity with custom settings","Check if an existing teacher can create competition activity with custom settings"
"skipped","Sun Aug 17 07:15:46 GMT 2025","Sun Aug 17 07:15:46 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidPassword","Verify if a user ISN'T able to log in using incorrect password","Check if a user can't log in using not correct password (Negative case)"
"skipped","Sun Aug 17 05:09:46 GMT 2025","Sun Aug 17 05:09:46 GMT 2025","0","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"passed","Sun Aug 17 04:36:27 GMT 2025","Sun Aug 17 04:36:38 GMT 2025","10114","Gradle suite","Gradle test","LoginTests","LoginTests","checkParentLogIn","Verify if an existing parent is able to log in using username and password credentials","Check if an existing parent can log in (Positive case)"
"failed","Sun Aug 17 04:34:51 GMT 2025","Sun Aug 17 04:35:03 GMT 2025","11947","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentJoinToTeacherViaClassCode","Verify if a student can join to teacher class with class code","A student can join to class using class code"
"skipped","Sun Aug 17 06:48:46 GMT 2025","Sun Aug 17 06:48:46 GMT 2025","1","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithCustomSchool","Verify if a teacher can create a custom school during signing up","A teacher can sign up with username and password. Create a custom school on a third step. Pricing page is skipped. Created custom school appeared in BO. The teacher can login."
"skipped","Sun Aug 17 05:32:16 GMT 2025","Sun Aug 17 05:32:16 GMT 2025","0","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToMS","Verify if a student can link account to Microsoft","A student can link account to Microsoft through social feature"
"skipped","Sun Aug 17 06:03:46 GMT 2025","Sun Aug 17 06:03:46 GMT 2025","0","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithGoogle","Verify if a student can sign up with Google","A student can sign up with Google, log out and login with Google again"
"skipped","Sun Aug 17 06:12:46 GMT 2025","Sun Aug 17 06:12:46 GMT 2025","0","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithUsername","Verify if a student can sign up with username and password","A student can sign up with username and password, log out and login again"
"broken","Sun Aug 17 04:36:38 GMT 2025","Sun Aug 17 04:38:15 GMT 2025","97543","Gradle suite","Gradle test","LoginTests","LoginTests","checkStudentLogIn","Verify if an existing student is able to log in using username and password credentials","Check if an existing student can log in (Positive case)"
"broken","Sun Aug 17 07:15:46 GMT 2025","Sun Aug 17 07:15:46 GMT 2025","0","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","clearCookies","clearCookies",""
"broken","Sun Aug 17 06:35:16 GMT 2025","Sun Aug 17 06:35:16 GMT 2025","0","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","clearCookies","clearCookies",""
"broken","Sun Aug 17 05:00:46 GMT 2025","Sun Aug 17 05:05:16 GMT 2025","270005","Gradle suite","Gradle test","PretestTests","PretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
"broken","Sun Aug 17 06:17:16 GMT 2025","Sun Aug 17 06:17:16 GMT 2025","0","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","clearCookies","clearCookies",""
"unknown","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:32:57 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithRandomAnswers","Verify if a new student can complete a pretest","A student who was created with username+password can complete a pretest with random answers"
"failed","Sun Aug 17 04:35:16 GMT 2025","Sun Aug 17 04:35:28 GMT 2025","11952","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkStudentLinkClassOnSigningUp","Verify if a student can join a class during signing up","A student can join to class during signing up"
"failed","Sun Aug 17 04:35:40 GMT 2025","Sun Aug 17 04:35:57 GMT 2025","17028","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewParentLogIn","Verify if a parent is able to sign up and then log in using username and password credentials","Check if a new user can create a parent's account, log out and then log in (Positive case)"
"skipped","Sun Aug 17 06:30:46 GMT 2025","Sun Aug 17 06:30:46 GMT 2025","0","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsPremiumTeacher","Verify if a prem teacher can create classes with additional options","A prem teacher can create classes with all additional settings"
"unknown","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:32:57 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewTeacherStudent","Verify if a new student who was created by a teacher can get a pretest and complete it","A student who was created by a teacher can complete a pretest with random answers"
"failed","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:33:23 GMT 2025","26349","Gradle suite","Gradle test","ActivityTests","ActivityTests","studentCanCompleteSpecificPassageActivity","Verify if students can complete specific passage activity","Check if teacher can create an activity, activity is started and new student can complete pretest, start activity, complete next quiz and complete activity"
"skipped","Sun Aug 17 05:41:16 GMT 2025","Sun Aug 17 05:41:16 GMT 2025","1","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToGoogle","Verify if a teacher can link account to Google","A teacher can link account to Google through social feature"
"skipped","Sun Aug 17 07:02:16 GMT 2025","Sun Aug 17 07:02:16 GMT 2025","0","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithMS","Verify if a teacher can sign up with MS","A teacher can sign up with Microsoft and log out. Teacher can log in to the system with Microsoft"
"unknown","Sun Aug 17 04:32:56 GMT 2025","Sun Aug 17 04:32:56 GMT 2025","1","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromSecondClass","studentsFromSecondClass","Actions with the second class"
"unknown","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:32:57 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","createTeacherAccount","createTeacherAccount","Creating a teacher"
"failed","Sun Aug 17 04:33:25 GMT 2025","Sun Aug 17 04:33:37 GMT 2025","12099","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateCompetitionActivity","Verify if a teacher can create competition activity","Check if an existing teacher can create competition activity with default settings"
"broken","Sun Aug 17 05:50:16 GMT 2025","Sun Aug 17 05:50:16 GMT 2025","0","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","clearCookies","clearCookies",""
"skipped","Sun Aug 17 04:42:45 GMT 2025","Sun Aug 17 04:42:45 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","checkTeacherLogIn","Verify if an existing teacher is able to log in using username and password credentials","Check if an existing teacher can log in (Positive case)"
"broken","Sun Aug 17 07:24:46 GMT 2025","Sun Aug 17 07:24:46 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","clearCookies","clearCookies",""
"broken","Sun Aug 17 05:50:16 GMT 2025","Sun Aug 17 05:59:16 GMT 2025","540009","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithClever","Verify if a student can sign up with Clever","A student can sign up with Clever, log out and login with Clever again"
"broken","Sun Aug 17 06:35:16 GMT 2025","Sun Aug 17 06:44:16 GMT 2025","540009","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithClever","Verify if a teacher can sign up with Clever","A teacher can sign up with Clever and log out. Teacher can log in to the system with Clever"
"skipped","Sun Aug 17 06:26:16 GMT 2025","Sun Aug 17 06:26:16 GMT 2025","0","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreationWithAdditionalInfoAsNonPremiumTeacher","Verify if a non prem teacher can create classes with additional options","A non prem teacher can create classes with available additional settings"
"failed","Sun Aug 17 04:35:28 GMT 2025","Sun Aug 17 04:35:40 GMT 2025","11900","Gradle suite","Gradle test","LinkStudentToTeacher","LinkStudentToTeacher","checkTeacherRejectStudentRequest","Verify if a student send request to join to teacher and teacher can reject it","A student can send request to join to a teacher using teacher email. Teacher can reject this request"
"unknown","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:32:57 GMT 2025","0","Gradle suite","Gradle test","DemoTeacherAccount","DemoTeacherAccount","studentsFromThirdClass","studentsFromThirdClass","Actions with the third class"
"broken","Sun Aug 17 06:17:16 GMT 2025","Sun Aug 17 06:21:46 GMT 2025","270005","Gradle suite","Gradle test","TeacherClassTests","TeacherClassTests","checkClassCreation","Verify if a teacher can create classes","A teacher can create a few classes only with the class name"
"skipped","Sun Aug 17 07:06:46 GMT 2025","Sun Aug 17 07:06:46 GMT 2025","0","Gradle suite","Gradle test","TeacherSignUpTests","TeacherSignUpTests","checkTeacherSignUpWithUsername","Verify if a teacher can sign up with username and password","A teacher can sign up with username. Select school page and pricing page are skipped. No linked school for this teacher in BO. Teacher can log in to the system"
"failed","Sun Aug 17 04:34:14 GMT 2025","Sun Aug 17 04:34:26 GMT 2025","12333","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateSpecificPassageActivity","Verify if a teacher can create specific passage activity","Check if a prem teacher can create specific passage activity with default settings for all students"
"skipped","Sun Aug 17 07:20:16 GMT 2025","Sun Aug 17 07:20:16 GMT 2025","0","Gradle suite","Gradle test","LoginTests","LoginTests","checkLogInWithInvalidUsername","Verify if a user ISN'T able to log in using invalid username","Check if a user can't log in using not correct username (Negative case)"
"failed","Sun Aug 17 04:36:15 GMT 2025","Sun Aug 17 04:36:27 GMT 2025","11842","Gradle suite","Gradle test","LoginTests","LoginTests","checkNewTeacherLogIn","Verify if a teacher is able to sign up and then log in using username and password credentials","Check if a new user can create a teacher's account, log out and then log in (Positive case)"
"skipped","Sun Aug 17 05:45:46 GMT 2025","Sun Aug 17 05:45:46 GMT 2025","0","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToMS","Verify if a teacher can link account to Microsoft","A teacher can link account to Microsoft through social feature"
"skipped","Sun Aug 17 06:08:16 GMT 2025","Sun Aug 17 06:08:16 GMT 2025","0","Gradle suite","Gradle test","StudentSignUpTests","StudentSignUpTests","checkStudentSignUpWithMicrosoft","Verify if a student can sign up with Microsoft","A student can sign up with Microsoft, log out and login with Microsoft again"
"broken","Sun Aug 17 04:47:15 GMT 2025","Sun Aug 17 04:51:45 GMT 2025","270005","Gradle suite","Gradle test","NextQuizTests","NextQuizTests","checkNextQuizCompletingWithCorrectAnswers","Verify if a student is able to pass quizzes","Check if a student can complete quizzes with correct answers"
"broken","Sun Aug 17 05:14:16 GMT 2025","Sun Aug 17 05:23:16 GMT 2025","540011","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkStudentLinkToClever","Verify if a student can link account to Clever","A student can link account to Clever through social feature"
"failed","Sun Aug 17 04:34:39 GMT 2025","Sun Aug 17 04:34:51 GMT 2025","12169","Gradle suite","Gradle test","BOTests","BOTests","makeTeacherPrem","Verify if an admin can make teacher premium","An admin can make teacher premium"
"failed","Sun Aug 17 04:34:02 GMT 2025","Sun Aug 17 04:34:14 GMT 2025","12011","Gradle suite","Gradle test","ActivityTests","ActivityTests","teacherCanCreateRecurringWeeklyActivityWithCustomSettings","Verify if a premium teacher can create recurring weekly activity with custom settings","Check if an existing teacher can create recurring weekly activity with custom settings for all classes"
"skipped","Sun Aug 17 05:36:46 GMT 2025","Sun Aug 17 05:36:46 GMT 2025","0","Gradle suite","Gradle test","SocialLinkingTests","SocialLinkingTests","checkTeacherLinkToClever","Verify if a teacher can link account to Clever","A teacher can link account to Clever through social feature"
"unknown","Sun Aug 17 04:32:57 GMT 2025","Sun Aug 17 04:32:57 GMT 2025","0","Gradle suite","Gradle test","NewPretestTests","NewPretestTests","checkPretestExecutionAsNewStudentWithCorrectAnswers","Verify if a new student can complete a pretest with correct answers","A student who was created with username+password can complete a pretest with correct answers"
